SID,PID,SubClass,Zoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,RoofStyle,RoofMat,Exterior1,Exterior2,MasVnrType,MasVnrArea,ExterQual,Foundation,TotalBsmtSF,Heating,Electrical,GrLivArea,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,SalePrice,LogSalePrice,HouseAge1,HouseAge2,WeatherControl,TotalBath,GarageIndex
370,527276160,60,RL,85.0,11900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,157.0,TA,PConc,1122.0,GasA,SBrkr,1934,3,3,6,Typ,1,TA,2.0,567.0,P,0,176,0,0,200,0,,,,0,WD ,Normal,185000,12.128111104060462,32,32,8,4.0,3.0
371,527301320,60,RL,94.0,13005,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,Gable,CompShg,CemntBd,CmentBd,BrkFace,278.0,Gd,CBlock,845.0,GasA,SBrkr,2353,4,5,10,Typ,1,TA,2.0,484.0,Y,288,195,0,0,0,0,,GdPrv,,0,WD ,Normal,260000,12.468436909997665,29,29,4,4.0,3.0
372,527302175,20,RL,48.0,17043,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,CBlock,1362.0,GasA,SBrkr,1586,3,3,7,Typ,1,TA,2.0,435.0,Y,192,0,0,0,0,0,,,,0,WD ,Normal,181000,12.106252310247962,30,11,4,2.0,3.0
374,527326150,20,RL,,16635,Pave,,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,Gable,CompShg,CemntBd,CmentBd,Stone,126.0,Gd,CBlock,1602.0,GasA,SBrkr,1602,3,4,8,Typ,1,TA,2.0,529.0,Y,240,0,0,0,0,0,,,,0,WD ,Normal,215000,12.2783933071098,32,9,6,3.0,3.0
376,527353020,20,RL,80.0,10928,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,101.0,TA,PConc,1427.0,GasA,SBrkr,1671,3,3,7,Typ,1,TA,2.0,484.0,Y,252,55,0,0,0,0,,,,0,WD ,Normal,200000,12.206072645530174,31,23,4,2.0,3.0
377,527353060,60,RL,,12388,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,Gable,CompShg,Plywood,Plywood,BrkFace,229.0,TA,CBlock,1043.0,GasA,SBrkr,2673,4,4,9,Typ,1,TA,2.0,441.0,Y,178,84,0,0,0,0,,,,0,WD ,Normal,249000,12.425208175446844,29,18,4,3.0,3.0
378,527354100,80,RL,,14115,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,Gable,CompShg,Plywood,Plywood,BrkFace,225.0,TA,CBlock,1372.0,GasA,SBrkr,1472,3,3,6,Typ,2,TA,2.0,588.0,Y,233,48,0,0,0,0,,,,0,WD ,Normal,187500,12.141534124392603,29,29,4,3.0,3.0
379,527354200,20,RL,80.0,11088,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,144.0,TA,PConc,1140.0,GasA,SBrkr,1707,3,3,7,Typ,1,TA,2.0,479.0,Y,0,0,0,0,0,0,,,,0,WD ,Normal,184000,12.122691036591123,31,11,6,2.0,3.0
380,527355150,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,8,Hip,WdShngl,BrkFace,BrkFace,,0.0,Gd,PConc,2524.0,GasA,SBrkr,2524,4,4,9,Typ,1,Gd,2.0,542.0,Y,474,120,0,0,0,0,,MnPrv,,0,WD ,Normal,278000,12.535376392672774,28,28,4,4.0,3.0
383,527359180,60,RL,,10304,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,5,Gable,CompShg,Plywood,Plywood,BrkFace,44.0,TA,CBlock,780.0,GasA,SBrkr,1868,4,4,9,Typ,1,TA,2.0,484.0,Y,448,96,0,0,0,0,,,,0,WD ,Normal,197500,12.193493863323313,33,33,8,4.0,3.0
388,527375100,20,RL,,9373,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,161.0,TA,CBlock,1621.0,GasA,SBrkr,1621,3,3,7,Typ,2,Fa,2.0,478.0,Y,0,0,0,0,490,0,,,,0,WD ,Normal,213000,12.269047444691562,34,34,4,3.0,3.0
389,527375180,20,RL,78.0,10140,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,Hip,CompShg,Plywood,Plywood,BrkFace,196.0,TA,CBlock,1116.0,GasA,SBrkr,1116,3,3,6,Typ,1,TA,2.0,528.0,Y,0,0,0,0,0,0,,GdWo,,0,WD ,Normal,167900,12.031123843065632,35,35,8,3.0,3.0
390,527375210,20,RL,85.0,11050,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,Gable,CompShg,Plywood,Plywood,,0.0,TA,CBlock,1176.0,GasA,SBrkr,1193,3,3,5,Typ,1,TA,2.0,506.0,Y,40,0,0,0,0,0,,,,0,WD ,Normal,158000,11.970350312009105,34,34,2,2.0,3.0
391,527376100,20,RL,78.0,10140,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,TA,CBlock,1064.0,GasA,SBrkr,1350,3,3,7,Typ,1,TA,2.0,478.0,Y,0,0,0,0,0,0,,MnPrv,,0,WD ,Normal,165000,12.013700752882718,35,35,4,2.0,3.0
394,527402220,20,RL,,8750,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,TA,CBlock,1002.0,GasA,SBrkr,1002,3,3,5,Typ,0,,2.0,902.0,Y,0,0,0,0,0,0,,MnPrv,,0,WD ,Normal,148500,11.908340237224891,39,39,4,2.0,3.0
395,527403040,20,RL,61.0,7930,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,Gable,CompShg,Plywood,Plywood,,0.0,TA,CBlock,1026.0,GasA,SBrkr,1026,3,4,5,Typ,0,,2.0,440.0,Y,171,48,0,0,0,0,,,,0,WD ,Normal,156000,11.957611286231675,40,4,6,2.0,3.0
396,527404020,20,RL,,7830,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,CBlock,1180.0,GasA,SBrkr,1180,2,3,6,Typ,0,,2.0,477.0,Y,0,45,0,0,0,0,,,,0,COD,Normal,128000,11.759785542901755,39,39,4,2.0,3.0
397,527404030,20,RL,,8510,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Gable,CompShg,Plywood,Plywood,BrkFace,178.0,TA,CBlock,1043.0,GasA,SBrkr,1050,3,3,6,Typ,0,,1.0,336.0,Y,0,0,0,0,0,0,,,,0,WD ,Normal,143000,11.870599909242044,38,38,8,3.0,3.0
399,527405160,20,RL,60.0,6960,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,Gable,CompShg,HdBoard,Plywood,,0.0,TA,CBlock,864.0,GasA,SBrkr,864,3,4,5,Typ,0,,2.0,660.0,Y,96,0,0,0,0,0,,,Shed,500,WD ,Normal,120500,11.699405031912846,39,39,4,1.0,3.0
400,527405180,20,RL,70.0,8120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,CBlock,864.0,GasA,SBrkr,864,3,3,5,Typ,0,,2.0,463.0,Y,0,0,0,0,0,0,,,,0,WD ,Normal,124500,11.732060994886899,39,39,8,1.0,3.0
402,527425110,20,RL,60.0,9000,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,CBlock,864.0,GasA,SBrkr,864,3,3,5,Typ,0,,2.0,576.0,Y,200,0,0,0,0,0,,GdWo,,0,WD ,Normal,130000,11.77528972943772,38,3,6,1.0,3.0
419,527455240,20,RL,65.0,7150,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,TA,CBlock,892.0,GasA,SBrkr,892,3,3,5,Typ,0,,1.0,288.0,Y,0,0,0,0,0,0,,GdWo,,0,WD ,Normal,100000,11.512925464970229,42,42,4,1.0,3.0
420,527455280,20,RL,,10710,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,165.0,Gd,PConc,864.0,GasA,SBrkr,1120,3,3,5,Typ,1,TA,2.0,656.0,Y,0,162,0,0,0,0,,,Shed,1200,WD ,Normal,148800,11.910358401381128,43,5,8,2.0,3.0
421,528102040,20,RL,96.0,12456,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,Hip,CompShg,CemntBd,CmentBd,Stone,230.0,Ex,PConc,1700.0,GasA,SBrkr,1718,3,5,7,Typ,1,Gd,3.0,786.0,Y,216,48,0,0,0,0,,,,0,WD ,Normal,337500,12.729320789294722,3,2,8,3.0,3.0
422,528102140,60,RL,110.0,14257,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,Norm,1Fam,2Story,9,Hip,CompShg,VinylSd,VinylSd,Stone,726.0,Ex,PConc,1776.0,GasA,SBrkr,2772,4,5,10,Typ,3,Gd,3.0,754.0,Y,135,64,0,0,0,0,,,,0,WD ,Normal,462000,13.043320170063875,2,2,8,5.0,3.0
424,528106020,20,RL,105.0,15431,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Ex,PConc,3094.0,GasA,SBrkr,2402,2,5,10,Typ,2,Gd,3.0,672.0,Y,0,72,0,0,170,0,,,,0,WD ,Normal,555000,13.226723392728571,1,1,8,3.0,3.0
425,528106070,20,RL,108.0,13173,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,Hip,CompShg,VinylSd,VinylSd,Stone,300.0,Gd,PConc,1652.0,GasA,SBrkr,1652,2,5,6,Typ,2,Ex,2.0,840.0,Y,404,102,0,0,0,0,,,,0,WD ,Normal,325000,12.691580461311874,3,2,8,3.0,3.0
426,528108010,20,RL,110.0,14230,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,Gable,CompShg,VinylSd,VinylSd,Stone,640.0,Gd,PConc,1566.0,GasA,SBrkr,1600,3,4,7,Typ,1,Gd,3.0,890.0,Y,0,56,0,0,0,0,,,,0,WD ,Normal,256300,12.454103912352162,2,2,8,2.0,3.0
429,528108070,60,RL,96.0,11308,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,Gable,CompShg,VinylSd,VinylSd,Stone,154.0,Ex,PConc,1104.0,GasA,SBrkr,2184,3,5,10,Typ,1,Gd,3.0,836.0,Y,0,102,0,0,0,0,,,,0,WD ,Normal,335000,12.721885810807203,1,1,8,4.0,3.0
430,528108130,20,RL,95.0,12350,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,Hip,CompShg,VinylSd,VinylSd,Stone,450.0,Ex,PConc,2020.0,GasA,SBrkr,2020,3,5,7,Typ,1,Gd,3.0,896.0,Y,192,98,0,0,0,0,,,,0,WD ,Normal,404000,12.909170156943286,1,1,8,3.0,3.0
432,528110010,60,RL,97.0,13478,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,Gable,CompShg,CemntBd,CmentBd,Stone,420.0,Ex,PConc,1722.0,GasA,SBrkr,2296,3,5,10,Typ,1,Gd,3.0,842.0,Y,382,274,0,0,0,0,,,,0,ConLI,Normal,451950,13.021326833226556,1,1,8,4.0,3.0
433,528110020,20,RL,105.0,13693,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosA,PosA,1Fam,1Story,10,Hip,CompShg,VinylSd,VinylSd,Stone,472.0,Ex,PConc,2630.0,GasA,SBrkr,2674,2,5,8,Typ,2,Gd,3.0,762.0,Y,360,50,0,0,0,0,,,,0,WD ,Normal,610000,13.321214236149494,2,2,8,5.0,3.0
435,528112040,20,RL,95.0,11578,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,Gable,CompShg,VinylSd,VinylSd,Stone,302.0,Ex,PConc,1736.0,GasA,SBrkr,1736,3,5,7,Typ,1,Gd,3.0,834.0,Y,319,90,0,0,0,0,,,,0,WD ,Normal,360000,12.793859310432293,1,1,8,2.0,3.0
436,528116010,20,RL,129.0,16870,Pave,,IR1,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,Hip,CompShg,VinylSd,VinylSd,BrkFace,238.0,Gd,PConc,1782.0,GasA,SBrkr,1782,3,4,7,Typ,2,Gd,3.0,932.0,Y,99,82,0,0,0,0,,,,0,WD ,Normal,296000,12.598114733306197,5,4,8,3.0,3.0
438,528120020,20,RL,87.0,11146,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,Gable,CompShg,VinylSd,VinylSd,Stone,250.0,Gd,PConc,1709.0,GasA,SBrkr,1717,3,4,7,Typ,1,Gd,3.0,908.0,Y,169,39,0,0,0,0,,,,0,WD ,Normal,255500,12.450977688625896,3,3,8,2.0,3.0
439,528120030,20,RL,87.0,10367,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,Hip,CompShg,VinylSd,VinylSd,Stone,284.0,Ex,PConc,1739.0,GasA,SBrkr,1743,3,5,8,Typ,1,Gd,3.0,927.0,Y,168,45,0,0,0,0,,,,0,ConLI,Normal,335000,12.721885810807203,1,1,8,3.0,3.0
440,528120160,20,RL,76.0,9591,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,Hip,CompShg,VinylSd,VinylSd,BrkFace,262.0,Gd,PConc,1713.0,GasA,SBrkr,1713,3,5,7,Typ,1,Gd,3.0,856.0,Y,0,26,0,0,170,0,,,,0,WD ,Normal,274900,12.524162674153336,5,4,8,3.0,3.0
441,528120170,20,RL,77.0,10872,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,Gable,CompShg,VinylSd,VinylSd,Stone,122.0,Gd,PConc,1504.0,GasA,SBrkr,1531,2,5,6,Typ,1,Gd,3.0,700.0,Y,184,52,0,0,0,0,,,,0,WD ,Normal,300000,12.611537753638338,3,3,8,3.0,3.0
442,528138010,20,RL,102.0,13514,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,Hip,CompShg,VinylSd,VinylSd,,285.0,Ex,PConc,1774.0,GasA,SBrkr,1808,3,5,7,Typ,1,Gd,3.0,850.0,Y,200,26,0,0,0,0,,,,0,WD ,Normal,324000,12.688498794774466,1,1,8,3.0,3.0
443,528142040,60,RL,74.0,8834,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,Hip,CompShg,VinylSd,VinylSd,Stone,216.0,Gd,PConc,1462.0,GasA,SBrkr,2224,4,5,10,Typ,1,Gd,3.0,738.0,Y,184,0,0,0,0,0,,,,0,WD ,Normal,350000,12.765688433465597,5,4,8,4.0,3.0
444,528142090,20,RL,107.0,11362,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,Gable,CompShg,MetalSd,MetalSd,Stone,42.0,Gd,PConc,1836.0,GasA,SBrkr,1836,3,4,7,Typ,1,Gd,3.0,862.0,Y,125,185,0,0,0,0,,,,0,WD ,Normal,280000,12.542544882151386,5,4,8,3.0,3.0
445,528142130,20,RL,85.0,10655,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,296.0,Gd,PConc,3206.0,GasA,SBrkr,1629,3,4,7,Typ,1,Gd,3.0,880.0,Y,0,0,0,0,0,0,,,,0,WD ,Normal,284000,12.556729517143344,6,5,8,3.0,3.0
446,528142150,20,RL,90.0,12878,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,Hip,CompShg,VinylSd,VinylSd,BrkFace,418.0,Gd,PConc,1760.0,GasA,SBrkr,1760,3,4,8,Typ,1,Gd,2.0,583.0,Y,165,190,0,0,0,0,,,,0,WD ,Normal,269500,12.504323669331189,6,5,8,3.0,3.0
448,528166060,20,RL,103.0,13472,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,Hip,CompShg,VinylSd,VinylSd,BrkFace,922.0,Ex,PConc,2392.0,GasA,SBrkr,2392,3,5,8,Typ,1,Ex,3.0,968.0,Y,248,105,0,0,0,0,,,,0,WD ,Normal,386250,12.864240107194092,6,6,8,2.0,3.0
449,528166090,20,RL,110.0,15274,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,Hip,CompShg,VinylSd,VinylSd,BrkFace,724.0,Gd,PConc,2452.0,GasA,SBrkr,2452,3,5,10,Typ,1,Gd,3.0,886.0,Y,0,116,0,0,0,0,,MnPrv,,0,WD ,Normal,445000,13.005829561148378,6,6,8,4.0,3.0
450,528168030,60,RL,96.0,13262,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,Gd,PConc,1082.0,GasA,SBrkr,2400,4,4,10,Typ,1,Gd,3.0,730.0,Y,114,40,0,0,0,0,,,,0,WD ,Normal,290000,12.577636201962656,6,5,8,4.0,3.0
451,528172060,20,RL,70.0,9658,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,Gable,CompShg,VinylSd,VinylSd,Stone,383.0,Gd,PConc,1598.0,GasA,SBrkr,1606,3,4,6,Typ,1,Gd,3.0,871.0,Y,230,60,0,0,0,0,,,,0,WD ,Normal,255900,12.45254202214788,3,3,6,2.0,3.0
458,528178010,20,RL,117.0,15262,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,Hip,CompShg,VinylSd,VinylSd,BrkFace,470.0,Gd,PConc,2200.0,GasA,SBrkr,2200,3,5,8,Typ,1,Gd,3.0,685.0,Y,208,55,0,0,0,0,,,,0,WD ,Normal,382500,12.854483932248728,6,5,8,4.0,3.0
461,528186010,20,RL,129.0,16770,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,Hip,CompShg,VinylSd,VinylSd,BrkFace,270.0,Gd,PConc,1712.0,GasA,SBrkr,1712,3,4,8,Typ,1,Gd,3.0,701.0,Y,218,183,0,0,0,0,,,,0,WD ,Normal,286500,12.56549381513693,7,6,8,3.0,3.0
465,528218090,60,RL,63.0,10928,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,PConc,728.0,GasA,SBrkr,1456,3,4,8,Typ,1,Gd,2.0,390.0,Y,100,0,0,0,0,0,,,,0,WD ,Normal,184000,12.122691036591123,4,4,8,3.0,3.0
466,528220040,60,RL,57.0,8918,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,PConc,745.0,GasA,SBrkr,1490,3,4,7,Typ,1,Gd,2.0,392.0,Y,36,20,0,0,0,0,,,,0,WD ,Normal,167800,12.030528073015242,4,3,8,3.0,3.0
475,528235010,60,RL,71.0,7795,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,PConc,716.0,GasA,SBrkr,1432,3,4,6,Typ,1,Gd,2.0,432.0,Y,100,51,0,0,0,0,,,,0,WD ,Normal,188500,12.146853285870202,5,4,8,4.0,3.0
476,528235090,60,RL,,8068,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,PConc,1010.0,GasA,SBrkr,2267,4,4,8,Typ,1,TA,2.0,390.0,Y,120,46,0,0,0,0,,,,0,ConLI,Normal,200000,12.206072645530174,7,7,8,3.0,3.0
477,528235200,80,RL,59.0,9434,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,Gable,CompShg,WdShing,Wd Shng,,0.0,Gd,PConc,384.0,GasA,SBrkr,1374,3,4,6,Typ,1,Gd,2.0,400.0,Y,100,0,0,0,0,0,,,,0,WD ,Normal,170000,12.043553716032399,5,4,8,3.0,3.0
478,528240030,60,RL,62.0,7984,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,Gd,PConc,868.0,GasA,SBrkr,1630,3,4,7,Typ,1,Gd,2.0,436.0,Y,120,48,0,0,0,0,,,,0,WD ,Normal,189500,12.152144303504619,5,4,8,3.0,3.0
479,528240060,80,RL,,7750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,8,Hip,CompShg,VinylSd,VinylSd,,0.0,Gd,PConc,408.0,GasA,SBrkr,1419,3,4,7,Typ,1,TA,2.0,527.0,Y,120,0,0,0,0,0,,,,0,WD ,Normal,184100,12.123234367221169,7,7,8,4.0,3.0
480,528240150,60,RL,61.0,10125,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,PConc,846.0,GasA,SBrkr,1594,3,4,7,Typ,1,Gd,2.0,434.0,Y,300,48,0,0,0,0,,MnPrv,,0,WD ,Normal,195500,12.183315658407558,5,5,8,3.0,3.0
481,528250020,60,RL,,8965,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,PConc,782.0,GasA,SBrkr,1489,3,4,8,Typ,1,Gd,2.0,400.0,Y,0,75,0,0,0,0,,,,0,WD ,Normal,192000,12.165250651009918,6,6,8,4.0,3.0
482,528250040,60,RL,,8174,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,PConc,698.0,GasA,SBrkr,1342,3,4,7,Typ,1,TA,2.0,393.0,Y,100,56,0,0,0,0,,,,0,WD ,Normal,178000,12.089538829274222,6,6,8,4.0,3.0
484,528275070,60,RL,,8795,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,PConc,952.0,GasA,SBrkr,2256,4,4,8,Typ,1,TA,2.0,554.0,Y,224,54,0,0,0,0,,,,0,WD ,Normal,236000,12.371587084007746,9,9,8,3.0,3.0
485,528275160,60,RL,,12891,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,VinylSd,,,Gd,PConc,870.0,GasA,SBrkr,2004,4,4,8,Typ,1,Gd,3.0,644.0,Y,0,48,0,0,0,0,,,,0,WD ,Normal,257500,12.458774999085929,7,7,8,4.0,3.0
486,528280230,60,RL,,12224,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,PConc,992.0,GasA,SBrkr,2054,3,4,7,Typ,1,TA,2.0,390.0,Y,24,48,0,0,0,0,,,,0,WD ,Normal,244000,12.404923504275338,9,9,8,4.0,3.0
487,528290030,80,RL,61.0,9734,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,SLvl,7,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,PConc,384.0,GasA,SBrkr,1374,3,4,7,Typ,0,,2.0,400.0,Y,0,0,0,0,0,0,,,,0,WD ,Normal,167000,12.025749091398891,5,5,8,3.0,3.0
488,528290120,60,RL,60.0,8123,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,TA,PConc,982.0,GasA,SBrkr,1800,3,3,7,Typ,1,TA,2.0,463.0,Y,100,63,0,0,0,0,,,,0,WD ,Normal,179000,12.095141084822892,9,9,8,3.0,3.0
489,528290180,60,RL,42.0,8433,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,PConc,794.0,GasA,SBrkr,1514,3,3,7,Typ,1,TA,2.0,394.0,Y,0,72,0,0,0,0,,,,0,WD ,Normal,190000,12.154779351142624,9,9,8,4.0,3.0
490,528290190,80,RL,62.0,7750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,PConc,384.0,GasA,SBrkr,1430,3,3,7,Typ,1,TA,2.0,400.0,Y,0,0,0,0,0,0,,,,0,WD ,Normal,156000,11.957611286231675,10,9,8,3.0,3.0
493,528292070,60,RL,,8755,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,RRNn,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,298.0,Gd,PConc,992.0,GasA,SBrkr,2060,3,4,8,Typ,1,TA,2.0,390.0,Y,0,0,0,168,0,0,,GdPrv,,0,WD ,Normal,214000,12.273731294003989,10,10,8,4.0,3.0
